match_id,season,date,nickname,uuid,opponent,elo_before,elo_change,won,finish_time_ms,forfeited,is_playoff_player,seed_type,bastion_type
2687407,8,1754529717,BeefSalad,3b01d4b4fef14f178b75f05c04dd34ef,Aquacorde,2097.0,-16.0,False,,False,True,RUINED_PORTAL,BRIDGE
2687407,8,1754529717,Aquacorde,253b53d832ab4bafb5ee0308d5164ccf,BeefSalad,2252.0,16.0,True,627271.0,False,True,RUINED_PORTAL,BRIDGE
2687322,8,1754528869,Aquacorde,253b53d832ab4bafb5ee0308d5164ccf,nEmerald,2252.0,12.0,True,646697.0,False,True,DESERT_TEMPLE,BRIDGE
2687322,8,1754528869,nEmerald,4aed1e5e8f5c44e2bc0666e0c03781af,Aquacorde,2190.0,-12.0,False,,False,False,DESERT_TEMPLE,BRIDGE
2687245,8,1754527768,Aquacorde,253b53d832ab4bafb5ee0308d5164ccf,BeefSalad,2252.0,17.0,True,383610.0,True,True,RUINED_PORTAL,TREASURE
2687245,8,1754527768,BeefSalad,3b01d4b4fef14f178b75f05c04dd34ef,Aquacorde,2097.0,-17.0,False,,True,True,RUINED_PORTAL,TREASURE
2687214,8,1754527333,thecamo6,939ddf85303441de901d60bfa4109318,Aquacorde,1975.0,-12.0,False,,True,False,RUINED_PORTAL,TREASURE
2687214,8,1754527333,Aquacorde,253b53d832ab4bafb5ee0308d5164ccf,thecamo6,2252.0,12.0,True,425928.0,True,True,RUINED_PORTAL,TREASURE
2687155,8,1754526656,BeefSalad,3b01d4b4fef14f178b75f05c04dd34ef,Aquacorde,2097.0,-19.0,False,,False,True,BURIED_TREASURE,HOUSING
2687155,8,1754526656,Aquacorde,253b53d832ab4bafb5ee0308d5164ccf,BeefSalad,2252.0,19.0,True,551681.0,False,True,BURIED_TREASURE,HOUSING
2687118,8,1754526064,thecamo6,939ddf85303441de901d60bfa4109318,Aquacorde,1975.0,-14.0,False,,False,False,BURIED_TREASURE,HOUSING
2687118,8,1754526064,Aquacorde,253b53d832ab4bafb5ee0308d5164ccf,thecamo6,2252.0,14.0,True,906565.0,False,True,BURIED_TREASURE,HOUSING
2687029,8,1754525086,BeefSalad,3b01d4b4fef14f178b75f05c04dd34ef,Aquacorde,2097.0,-21.0,False,,False,True,SHIPWRECK,HOUSING
2687029,8,1754525086,Aquacorde,253b53d832ab4bafb5ee0308d5164ccf,BeefSalad,2252.0,21.0,True,576472.0,False,True,SHIPWRECK,HOUSING
2681191,8,1754457935,retropog,25349f93cf194f3baeee93d024eccc21,Aquacorde,1977.0,-18.0,False,,True,False,VILLAGE,HOUSING
2681191,8,1754457935,Aquacorde,253b53d832ab4bafb5ee0308d5164ccf,retropog,2252.0,18.0,True,179469.0,True,True,VILLAGE,HOUSING
